"","abrev_state","nomeMunicipio_geobr","code_muni","name_muni","info","lgbt_candidate","year","pop","ano","pib","impostos_liquidos","va","va_agropecuaria","va_industria","va_servicos","va_adespss","estado","lgbtq_mortes","lgbtq_homs"
"1478","MG","Cana Verde",3111903,"cana verde",NA,0,2020,5594,2019,64836505,3499085,61337420,6585024,3576758,24587578,26588059,NA,NA,0
"1479","MG","Canaã",3111705,"canaa",NA,0,2020,4548,2019,59831889,2358723,57473166,19297187,2411037,13561535,22203406,NA,NA,0
"1480","MG","Canápolis",3111804,"canapolis",NA,0,2020,12201,2019,429200525,41236559,387963966,103428681,104210448,125209142,55115694,NA,NA,0
"1481","MG","Candeias",3112000,"candeias",NA,0,2020,14888,2019,254011182,16916299,237094883,43024025,22137364,106306355,65627139,NA,NA,0
"1482","MG","Cantagalo",3112059,"cantagalo",NA,0,2020,4551,2019,48817453,2160786,46656668,5604940,4975977,12849718,23226032,NA,NA,0
"1483","MG","Caparaó",3112109,"caparao",NA,0,2020,5451,2019,61903350,3239066,58664284,9268172,2577841,20897136,25921135,NA,NA,0
"1484","MG","Capela Nova",3112208,"capela nova",NA,0,2020,4634,2019,51940010,2783181,49156829,4795936,2153269,19927069,22280555,NA,NA,0
"1485","MG","Capelinha",3112307,"capelinha",NA,0,2020,38057,2019,718341809,59145348,659196462,104073293,71752361,328199530,155171277,NA,NA,0
"1486","MG","Capetinga",3112406,"capetinga",NA,0,2020,6890,2019,123886931,8972465,114914466,30682673,6920188,45080427,32231178,NA,NA,0
"1487","MG","Capim Branco",3112505,"capim branco",NA,0,2020,9826,2019,101161855,5659900,95501955,2018582,11267316,41925195,40290861,NA,NA,0
"1488","MG","Capinópolis",3112604,"capinopolis",NA,0,2020,16234,2019,373603407,23848852,349754555,104499450,20370031,151717567,73167507,NA,NA,0
"1489","MG","Capitão Andrade",3112653,"capitao andrade",NA,0,2020,5514,2019,49646662,1448062,48198600,3844693,1844303,14974939,27534665,NA,NA,0
"1490","MG","Capitão Enéas",3112703,"capitao eneas",NA,0,2020,15313,2019,341765531,32704051,309061481,17226938,120812136,103167278,67855128,NA,NA,0
"1491","MG","Capitólio",3112802,"capitolio",NA,0,2020,8663,2019,276785952,25864539,250921413,23947800,33807413,145292585,47873615,NA,NA,0
"1492","MG","Caputira",3112901,"caputira",NA,0,2020,9308,2019,76278130,2557260,73720871,10866521,3272055,21098202,38484092,NA,NA,0
"1493","MG","Caraí",3113008,"carai",NA,0,2020,23780,2019,173873665,7236533,166637132,13740650,19390900,41734482,91771100,NA,NA,0
"1494","MG","Caranaíba",3113107,"caranaiba",NA,0,2020,3166,2019,33065832,933361,32132470,4130475,1059670,8826551,18115775,NA,NA,0
"1495","MG","Carandaí",3113206,"carandai",NA,0,2020,25669,2019,527283412,56131483,471151929,76876791,88366866,192101110,113807161,NA,NA,0
"1496","MG","Carangola",3113305,"carangola",NA,0,2020,33011,2019,560340367,34465345,525875023,13300483,51817596,319723538,141033406,NA,NA,0
"1497","MG","Caratinga",3113404,"caratinga",NA,0,2020,92603,2019,1840235950,187565015,1652670935,49117307,203502335,1024395327,375655965,NA,NA,0
"1498","MG","Carbonita",3113503,"carbonita",NA,0,2020,9414,2019,163610981,6941059,156669923,62438887,7215070,46820333,40195633,NA,NA,0
"1499","MG","Careaçu",3113602,"careacu",NA,0,2020,6792,2019,150092311,16552963,133539348,10290745,6561609,86457096,30229898,NA,NA,0
"1500","MG","Carlos Chagas",3113701,"carlos chagas",NA,0,2020,18674,2019,364325726,27454050,336871677,70547576,43717366,136051695,86555039,NA,NA,0
"1501","MG","Carmésia",3113800,"carmesia",NA,0,2020,2646,2019,33220566,879613,32340953,4629954,913732,9326450,17470817,NA,NA,0
"1502","MG","Carmo da Cachoeira",3113909,"carmo da cachoeira",NA,0,2020,12182,2019,195191916,13341632,181850283,37439930,11931711,79432253,53046390,NA,NA,0
"1503","MG","Carmo da Mata",3114006,"carmo da mata",NA,0,2020,11511,2019,185928489,18753973,167174515,12039463,35550363,68760430,50824259,NA,NA,0
"1504","MG","Carmo de Minas",3114105,"carmo de minas",NA,0,2020,14947,2019,217836991,22212080,195624911,19927689,9297689,102815860,63583674,NA,NA,0
"1505","MG","Carmo do Cajuru",3114204,"carmo do cajuru",NA,0,2020,22693,2019,467117868,43513390,423604478,43196290,112691350,166203820,101513018,NA,NA,0
"1506","MG","Carmo do Paranaíba",3114303,"carmo do paranaiba",NA,0,2020,30334,2019,739540171,72279818,667260353,90365525,79662811,358825826,138406189,NA,NA,0
"1507","MG","Carmo do Rio Claro",3114402,"carmo do rio claro",NA,0,2020,21268,2019,510596288,42185806,468410481,108161095,56223156,212013664,92012565,NA,NA,0
"1508","MG","Carmópolis de Minas",3114501,"carmopolis de minas",NA,0,2020,19559,2019,408035855,55107399,352928456,28295809,67299853,170838499,86494295,NA,NA,0
"1509","MG","Carneirinho",3114550,"carneirinho",NA,0,2020,10066,2019,303744220,19767238,283976982,86434409,50469941,89760180,57312451,NA,NA,0
"1510","MG","Carrancas",3114600,"carrancas",NA,0,2020,4049,2019,122201861,5428386,116773475,55015232,4492811,35975408,21290023,NA,NA,0
"1511","MG","Carvalhópolis",3114709,"carvalhopolis",NA,0,2020,3597,2019,47409142,1764055,45645086,9206504,2711295,13882974,19844314,NA,NA,0
"1512","MG","Carvalhos",3114808,"carvalhos",NA,0,2020,4461,2019,64014747,3612583,60402164,11278836,5287812,21415607,22419909,NA,NA,0
"1513","MG","Casa Grande",3114907,"casa grande",NA,0,2020,2254,2019,47920276,1292855,46627422,20029612,1635757,11431106,13530947,NA,NA,0
"1514","MG","Cascalho Rico",3115003,"cascalho rico",NA,0,2020,3092,2019,60726947,2348268,58378679,18551149,2902881,15842833,21081817,NA,NA,0
"1515","MG","Cássia",3115102,"cassia",NA,0,2020,17740,2019,337388473,28970778,308417696,39170601,20199577,167541954,81505563,NA,NA,0
"1516","MG","Cataguases",3115300,"cataguases",NA,0,2020,75540,2019,1661034056,294328215,1366705841,12863245,286592514,763577843,303672239,NA,NA,0
"1517","MG","Catas Altas",3115359,"catas altas",NA,0,2020,5421,2019,1103630461,9722178,1093908283,3972714,803925554,249640627,36369388,NA,NA,0
"1518","MG","Catas Altas da Noruega",3115409,"catas altas da noruega",NA,0,2020,3653,2019,35249876,1116515,34133361,6192691,1757234,9623619,16559817,NA,NA,0
"1519","MG","Catuji",3115458,"catuji",NA,0,2020,6257,2019,63938326,3885144,60053181,2999032,1927553,24737759,30388838,NA,NA,0
"1520","MG","Catuti",3115474,"catuti",NA,0,2020,4965,2019,44389481,1715464,42674017,4079385,1782969,11786749,25024913,NA,NA,0
"1521","MG","Caxambu",3115508,"caxambu",NA,0,2020,21610,2019,359299446,24313763,334985683,1592126,22226186,217271849,93895522,NA,NA,0
"1522","MG","Cedro do Abaeté",3115607,"cedro do abaete",NA,0,2020,1157,2019,19597699,575794,19021905,2627746,860086,5381316,10152757,NA,NA,0
"1523","MG","Central de Minas",3115706,"central de minas",NA,0,2020,7046,2019,82008423,5179950,76828473,3265624,2637232,38280866,32644752,NA,NA,0
"1524","MG","Centralina",3115805,"centralina",NA,0,2020,10346,2019,279935955,25470480,254465475,54787907,11839559,142126857,45711152,NA,NA,0
"1525","MG","Chácara",3115904,"chacara",NA,0,2020,3186,2019,39544270,1648722,37895549,3650215,3058549,14073635,17113149,NA,NA,0
"1526","MG","Chalé",3116001,"chale",NA,0,2020,5699,2019,65166660,2896259,62270401,8521926,6757034,21324042,25667399,NA,NA,0
"1527","MG","Chapada do Norte",3116100,"chapada do norte",NA,0,2020,15345,2019,100315297,2784773,97530524,6567057,2972081,25816608,62174778,NA,NA,0
"1528","MG","Chapada Gaúcha",3116159,"chapada gaucha",NA,0,2020,13953,2019,225545743,16627242,208918501,65807547,8106183,74647633,60357138,NA,NA,0
"1529","MG","Chiador",3116209,"chiador",NA,0,2020,2671,2019,32561750,1257884,31303866,2796109,1251156,10495023,16761579,NA,NA,0
"1530","MG","Cipotânea",3116308,"cipotanea",NA,0,2020,6799,2019,57511086,1808368,55702718,4557965,4483947,17600795,29060011,NA,NA,0
"1531","MG","Claraval",3116407,"claraval",NA,0,2020,4853,2019,136849146,14870561,121978585,11775558,47771473,38137533,24294021,NA,NA,0
"1532","MG","Claro dos Poções",3116506,"claro dos pocoes",NA,0,2020,7514,2019,70951152,3374092,67577061,10049838,3412209,21175834,32939179,NA,NA,0
"1533","MG","Cláudio",3116605,"claudio",NA,0,2020,28859,2019,782357318,110483104,671874214,30482464,191878333,327665480,121847937,NA,NA,0
"1534","MG","Coimbra",3116704,"coimbra",NA,0,2020,7594,2019,117179028,9609455,107569573,17044860,8072804,48474599,33977310,NA,NA,0
"1535","MG","Coluna",3116803,"coluna",NA,0,2020,8841,2019,91605137,5448048,86157090,10622199,4482899,33861870,37190120,NA,NA,0
"1536","MG","Comendador Gomes",3116902,"comendador gomes",NA,0,2020,3120,2019,121042834,6979386,114063448,58688345,7316323,27679169,20379611,NA,NA,0
"1537","MG","Comercinho",3117009,"comercinho",NA,0,2020,6774,2019,56413945,1994594,54419351,3398217,2681256,16615810,31724067,NA,NA,0
"1538","MG","Conceição da Aparecida",3117108,"conceicao da aparecida",NA,0,2020,10322,2019,174879666,12814825,162064841,29585704,8669160,76114405,47695571,NA,NA,0
"1539","MG","Conceição da Barra de Minas",3115201,"conceicao da barra de minas",NA,0,2020,3946,2019,50920616,1710979,49209637,14116938,2219013,13481291,19392395,NA,NA,0
"1540","MG","Conceição das Alagoas",3117306,"conceicao das alagoas",NA,0,2020,28346,2019,918682761,77705945,840976816,221201210,161822349,326822746,131130511,NA,NA,0
"1541","MG","Conceição das Pedras",3117207,"conceicao das pedras",NA,0,2020,2813,2019,40129526,2072070,38057456,7114473,1529181,13868894,15544909,NA,NA,0
"1542","MG","Conceição de Ipanema",3117405,"conceicao de ipanema",NA,0,2020,4578,2019,52738555,1487485,51251070,9728367,5695419,12278333,23548951,NA,NA,0
"1543","MG","Conceição do Mato Dentro",3117504,"conceicao do mato dentro",NA,0,2020,17503,2019,3929278741,71510239,3857768502,11474408,2821345374,913948981,110999739,NA,NA,0
"1544","MG","Conceição do Pará",3117603,"conceicao do para",NA,0,2020,5533,2019,275304297,26097760,249206537,16315330,138366837,62734080,31790290,NA,NA,0
"1545","MG","Conceição do Rio Verde",3117702,"conceicao do rio verde",NA,0,2020,13684,2019,217630640,11969214,205661426,42283611,14816790,91419195,57141830,NA,NA,0
"1546","MG","Conceição dos Ouros",3117801,"conceicao dos ouros",NA,0,2020,11748,2019,180073050,17300054,162772996,5899036,43910387,63598857,49364717,NA,NA,0
"1547","MG","Cônego Marinho",3117836,"conego marinho",NA,0,2020,7686,2019,54125412,1379118,52746294,3915932,1665968,13107560,34056834,NA,NA,0
"1548","MG","Confins",3117876,"confins",NA,0,2020,6800,2019,1301634099,82264299,1219369801,154263,67839969,1103990788,47384781,NA,NA,0
"1549","MG","Congonhal",3117900,"congonhal",NA,0,2020,12082,2019,206585287,18395466,188189821,8876113,45835462,83248217,50230029,NA,NA,0
"1550","MG","Congonhas",3118007,"congonhas",NA,0,2020,55309,2019,1986608073,191951224,1794656849,2398304,684215507,703465172,404577866,NA,NA,0
"1551","MG","Congonhas do Norte",3118106,"congonhas do norte",NA,0,2020,5046,2019,41323541,1559854,39763687,2915497,1289307,12655107,22903777,NA,NA,0
"1552","MG","Conquista",3118205,"conquista",NA,0,2020,6969,2019,379009956,16252918,362757038,79762524,173341573,69727412,39925528,NA,NA,0
"1553","MG","Conselheiro Lafaiete",3118304,"conselheiro lafaiete",NA,0,2020,129606,2019,2509119071,198959077,2310159994,11945925,330247638,1426465863,541500568,NA,NA,0
"1554","MG","Conselheiro Pena",3118403,"conselheiro pena",NA,0,2020,22949,2019,298562335,19410669,279151666,28901837,18308238,135293680,96647911,NA,NA,0
"1555","MG","Consolação",3118502,"consolacao",NA,0,2020,1784,2019,25985503,657807,25327696,6160970,923877,6399745,11843104,NA,NA,0
"1556","MG","Contagem",3118601,"contagem",NA,0,2020,668949,2019,30441139663,5193729406,25247410256,2101562,6425590044,15975976334,2843742315,NA,NA,0
"1557","MG","Coqueiral",3118700,"coqueiral",NA,0,2020,9128,2019,155296456,10485604,144810852,33150286,6268335,64711964,40680267,NA,NA,0
"1558","MG","Coração de Jesus",3118809,"coracao de jesus",NA,0,2020,26611,2019,226008719,10851882,215156837,22900153,11572498,74954981,105729206,NA,NA,0
"1559","MG","Cordisburgo",3118908,"cordisburgo",NA,0,2020,8897,2019,102609393,4846861,97762531,23897480,5963046,31914118,35987888,NA,NA,0
"1560","MG","Cordislândia",3119005,"cordislandia",NA,0,2020,3542,2019,60904669,2981772,57922897,15444216,9464902,15488040,17525738,NA,NA,0
"1561","MG","Corinto",3119104,"corinto",NA,0,2020,23668,2019,330536494,19470729,311065766,33839374,38601580,136212702,102412109,NA,NA,0
"1562","MG","Coroaci",3119203,"coroaci",NA,0,2020,9943,2019,103838473,3076413,100762060,14733209,7658536,31941485,46428830,NA,NA,0
"1563","MG","Coromandel",3119302,"coromandel",NA,0,2020,27966,2019,1015126049,67923196,947202853,359596701,95070253,366697550,125838349,NA,NA,0
"1564","MG","Coronel Fabriciano",3119401,"coronel fabriciano",NA,0,2020,110290,2019,1788716076,152577152,1636138924,4235169,174842134,1028988211,428073410,NA,NA,0
"1565","MG","Coronel Murta",3119500,"coronel murta",NA,0,2020,9215,2019,82936692,2888804,80047888,4576407,10676096,25128570,39666816,NA,NA,0
"1566","MG","Coronel Pacheco",3119609,"coronel pacheco",NA,0,2020,3090,2019,46066453,2143366,43923087,8637091,2379544,15623466,17282985,NA,NA,0
"1567","MG","Coronel Xavier Chaves",3119708,"coronel xavier chaves",NA,0,2020,3441,2019,49869760,2015627,47854133,13130084,3096277,13617428,18010344,NA,NA,0
"1568","MG","Córrego Danta",3119807,"corrego danta",NA,0,2020,3191,2019,154154476,19438264,134716211,22701879,6412247,86956014,18646071,NA,NA,0
"1569","MG","Córrego do Bom Jesus",3119906,"corrego do bom jesus",NA,0,2020,3694,2019,38609044,1468171,37140874,2729701,1946175,13444780,19020217,NA,NA,0
"1570","MG","Córrego Fundo",3119955,"corrego fundo",NA,0,2020,6382,2019,174217741,23271456,150946284,8781303,59161731,50860927,32142324,NA,NA,0
"1571","MG","Córrego Novo",3120003,"corrego novo",NA,0,2020,2728,2019,32915318,992893,31922424,3113759,2634192,9406938,16767536,NA,NA,0
"1572","MG","Couto de Magalhães de Minas",3120102,"couto de magalhaes de minas",NA,0,2020,4423,2019,52641767,2842111,49799657,5871603,1947523,19287640,22692892,NA,NA,0
"1573","MG","Crisólita",3120151,"crisolita",NA,0,2020,6760,2019,59000614,1672924,57327690,12128903,1349439,12260858,31588490,NA,NA,0
"1574","MG","Cristais",3120201,"cristais",NA,0,2020,12931,2019,188946758,9696037,179250721,41388279,12683286,69373129,55806026,NA,NA,0
"1575","MG","Cristália",3120300,"cristalia",NA,0,2020,5982,2019,46887533,1694976,45192557,3028224,2001403,12507531,27655399,NA,NA,0
"1576","MG","Cristiano Otoni",3120409,"cristiano otoni",NA,0,2020,5156,2019,122555732,13124306,109431426,13783356,8932668,60658093,26057310,NA,NA,0
"1577","MG","Cristina",3120508,"cristina",NA,0,2020,10226,2019,185072431,10786087,174286343,28792232,45052307,55034519,45407285,NA,NA,0
"1578","MG","Crucilândia",3120607,"crucilandia",NA,0,2020,5054,2019,72739169,4235829,68503340,7609040,10094831,25846619,24952850,NA,NA,0
"1579","MG","Cruzeiro da Fortaleza",3120706,"cruzeiro da fortaleza",NA,0,2020,3639,2019,102044995,5754567,96290428,34709375,6401995,31438237,23740821,NA,NA,0
"1580","MG","Cruzília",3120805,"cruzilia",NA,0,2020,15474,2019,259728645,19266639,240462006,23238359,32798798,116858421,67566428,NA,NA,0
"1581","MG","Cuparaque",3120839,"cuparaque",NA,0,2020,5005,2019,56925542,3188787,53736756,6239940,1988592,21395231,24112992,NA,NA,0
"1582","MG","Curral de Dentro",3120870,"curral de dentro",NA,0,2020,7799,2019,65786362,2662686,63123676,6828312,3726479,18348039,34220846,NA,NA,0
"1583","MG","Curvelo",3120904,"curvelo",NA,0,2020,80616,2019,1812901350,168043252,1644858099,197766364,245263266,873636919,328191549,NA,NA,0
"1584","MG","Datas",3121001,"datas",NA,0,2020,5421,2019,54780611,1645385,53135226,8213258,2292365,16873055,25756548,NA,NA,0
"1585","MG","Delfim Moreira",3121100,"delfim moreira",NA,0,2020,8016,2019,98105149,5123841,92981308,16529585,11689871,29790480,34971371,NA,NA,0
"1586","MG","Delfinópolis",3121209,"delfinopolis",NA,0,2020,7131,2019,183574442,8392891,175181552,66410983,9976184,56192603,42601782,NA,NA,0
"1587","MG","Delta",3121258,"delta",NA,0,2020,10768,2019,372466392,47245715,325220677,14115062,142814886,115266947,53023783,NA,NA,0
"1588","MG","Descoberto",3121308,"descoberto",NA,0,2020,5029,2019,67365261,3975519,63389742,4529095,13181411,21029680,24649556,NA,NA,0
"1589","MG","Desterro de Entre Rios",3121407,"desterro de entre rios",NA,0,2020,7255,2019,191171569,7912373,183259197,13268424,78195740,60032115,31762918,NA,NA,0
"1590","MG","Desterro do Melo",3121506,"desterro do melo",NA,0,2020,2884,2019,39315607,1468624,37846984,6626648,2035502,11844233,17340601,NA,NA,0
"1591","MG","Diamantina",3121605,"diamantina",NA,0,2020,47825,2019,838445014,62229128,776215886,23392347,60636569,489791429,202395541,NA,NA,0
"1592","MG","Diogo de Vasconcelos",3121704,"diogo de vasconcelos",NA,0,2020,3790,2019,34282671,1582239,32700433,2838527,1177232,10698711,17985963,NA,NA,0
"1593","MG","Dionísio",3121803,"dionisio",NA,0,2020,7609,2019,78480129,2463650,76016479,13207477,5360020,25022738,32426244,NA,NA,0
"1594","MG","Divinésia",3121902,"divinesia",NA,0,2020,3424,2019,49430593,2900732,46529862,4433168,6458209,16998229,18640256,NA,NA,0
"1595","MG","Divino",3122009,"divino",NA,0,2020,19976,2019,242632472,19184438,223448034,16389520,12072454,114712544,80273516,NA,NA,0
"1596","MG","Divino das Laranjeiras",3122108,"divino das laranjeiras",NA,0,2020,4974,2019,54987552,2371099,52616453,4325095,3389866,19283566,25617926,NA,NA,0
"1597","MG","Divinolândia de Minas",3122207,"divinolandia de minas",NA,0,2020,7614,2019,69059677,2820748,66238929,8616341,1865668,22854934,32901985,NA,NA,0
"1598","MG","Divinópolis",3122306,"divinopolis",NA,0,2020,240408,2019,6829550571,829665564,5999885007,72714451,1353121642,3543403192,1030645721,NA,NA,0
"1599","MG","Divisa Alegre",3122355,"divisa alegre",NA,0,2020,6868,2019,166153840,25537073,140616767,1763228,28251941,76963019,33638579,NA,NA,0
"1600","MG","Divisa Nova",3122405,"divisa nova",NA,0,2020,6025,2019,79195814,3648313,75547501,17639617,4254759,26645711,27007414,NA,NA,0
"1601","MG","Divisópolis",3122454,"divisopolis",NA,0,2020,11211,2019,76482813,1745149,74737663,7072492,3154723,18977359,45533089,NA,NA,0
"1602","MG","Dom Bosco",3122470,"dom bosco",NA,0,2020,3655,2019,49819364,2946655,46872708,10926571,2098722,15255256,18592160,NA,NA,0
"1603","MG","Dom Cavati",3122504,"dom cavati",NA,0,2020,5048,2019,59918513,3292627,56625886,1113847,3259439,28108176,24144423,NA,NA,0
"1604","MG","Dom Joaquim",3122603,"dom joaquim",NA,0,2020,4451,2019,46447585,1584992,44862594,4934551,2038729,15916490,21972823,NA,NA,0
"1605","MG","Dom Silvério",3122702,"dom silverio",NA,0,2020,5232,2019,90859340,9022869,81836471,4558781,13312988,39268633,24696069,NA,NA,0
"1606","MG","Dom Viçoso",3122801,"dom vicoso",NA,0,2020,2997,2019,32014722,838908,31175814,4146435,1020478,9461681,16547220,NA,NA,0
"1607","MG","Dona Eusébia",3122900,"dona eusebia",NA,0,2020,6619,2019,86638960,3904164,82734796,16376643,6426882,30369978,29561294,NA,NA,0
"1608","MG","Dores de Campos",3123007,"dores de campos",NA,0,2020,10223,2019,305243646,38805513,266438133,4552737,113185311,105733144,42966941,NA,NA,0
"1609","MG","Dores de Guanhães",3123106,"dores de guanhaes",NA,0,2020,5154,2019,158758908,7616694,151142215,5998900,88819226,30214361,26109727,NA,NA,0
"1610","MG","Dores do Indaiá",3123205,"dores do indaia",NA,0,2020,13427,2019,253448169,18973437,234474732,25112363,28069289,120941999,60351081,NA,NA,0
"1611","MG","Dores do Turvo",3123304,"dores do turvo",NA,0,2020,4230,2019,50392530,2337428,48055102,10340367,2033346,15695667,19985722,NA,NA,0
"1612","MG","Doresópolis",3123403,"doresopolis",NA,0,2020,1533,2019,55109245,5020728,50088517,7004032,16754974,13136745,13192767,NA,NA,0
"1613","MG","Douradoquara",3123502,"douradoquara",NA,0,2020,1912,2019,58560337,4111079,54449259,13354517,12244353,14528048,14322341,NA,NA,0
"1614","MG","Durandé",3123528,"durande",NA,0,2020,7870,2019,80724806,4938218,75786588,10319109,3531760,28885399,33050320,NA,NA,0
"1615","MG","Elói Mendes",3123601,"eloi mendes",NA,0,2020,28320,2019,525447038,66085861,459361176,41694680,88428873,211677868,117559755,NA,NA,0
"1616","MG","Engenheiro Caldas",3123700,"engenheiro caldas",NA,0,2020,11202,2019,123392460,8416099,114976361,6271260,6425934,53723582,48555585,NA,NA,0
"1617","MG","Engenheiro Navarro",3123809,"engenheiro navarro",NA,0,2020,7241,2019,72072989,4732261,67340727,8535569,4059931,22350127,32395100,NA,NA,0
"1618","MG","Entre Folhas",3123858,"entre folhas",NA,0,2020,5377,2019,53992702,2776102,51216599,2318257,2931299,20991478,24975565,NA,NA,0
"1619","MG","Entre Rios de Minas",3123908,"entre rios de minas",NA,0,2020,15380,2019,228292822,18521431,209771391,14816095,27080896,104569414,63304985,NA,NA,0
"1620","MG","Ervália",3124005,"ervalia",NA,0,2020,18958,2019,308521115,15920390,292600725,75466038,17973454,119541048,79620185,NA,NA,0
"1621","MG","Esmeraldas",3124104,"esmeraldas",NA,0,2020,71551,2019,739677729,47054261,692623468,24966616,62324833,312534923,292797096,NA,NA,0
"1622","MG","Espera Feliz",3124203,"espera feliz",NA,0,2020,25122,2019,425713904,54274739,371439165,17166352,20538684,232483913,101250216,NA,NA,0
"1623","MG","Espinosa",3124302,"espinosa",NA,0,2020,31610,2019,314462753,22288372,292174381,10522159,33406527,123204489,125041206,NA,NA,0
"1624","MG","Espírito Santo do Dourado",3124401,"espirito santo do dourado",NA,0,2020,4710,2019,87528947,7636938,79892009,14384436,13761257,28841695,22904621,NA,NA,0
"1625","MG","Estiva",3124500,"estiva",NA,0,2020,11386,2019,272553710,25931029,246622682,49443999,14076120,135333604,47768960,NA,NA,0
"1626","MG","Estrela Dalva",3124609,"estrela dalva",NA,0,2020,2325,2019,33613157,1303310,32309847,4973045,1498125,11124996,14713682,NA,NA,0
"1627","MG","Estrela do Indaiá",3124708,"estrela do indaia",NA,0,2020,3491,2019,100546597,3747304,96799293,48699138,4676910,25508747,17914498,NA,NA,0
"1628","MG","Estrela do Sul",3124807,"estrela do sul",NA,0,2020,8018,2019,277545354,10377069,267168286,143594964,32129632,54326824,37116865,NA,NA,0
"1629","MG","Eugenópolis",3124906,"eugenopolis",NA,0,2020,11330,2019,166494122,10738053,155756070,18680521,25518637,63854338,47702574,NA,NA,0
"1630","MG","Ewbank da Câmara",3125002,"ewbank da camara",NA,0,2020,3923,2019,40831190,1960843,38870347,2879617,2725409,13356325,19908996,NA,NA,0
"1631","MG","Extrema",3125101,"extrema",NA,0,2020,36951,2019,10136624965,2717663745,7418961219,5912269,2377028560,4794836020,241184370,NA,NA,0
"1632","MG","Fama",3125200,"fama",NA,0,2020,2376,2019,38593132,1244719,37348413,5450915,2517280,14864170,14516048,NA,NA,0
"1633","MG","Faria Lemos",3125309,"faria lemos",NA,0,2020,3221,2019,51619303,2329767,49289536,12230054,5866847,13362555,17830080,NA,NA,0
"1634","MG","Felício dos Santos",3125408,"felicio dos santos",NA,0,2020,4704,2019,47110296,2127272,44983024,3908029,1445795,16317408,23311793,NA,NA,0
"1635","MG","Felisburgo",3125606,"felisburgo",NA,0,2020,7504,2019,62624497,2221027,60403470,5183685,1611884,20527820,33080081,NA,NA,0
"1636","MG","Felixlândia",3125705,"felixlandia",NA,0,2020,15433,2019,222233767,18207750,204026017,42074581,9264853,83218087,69468496,NA,NA,0
"1637","MG","Fernandes Tourinho",3125804,"fernandes tourinho",NA,0,2020,3466,2019,46393462,2098321,44295141,2885049,10077401,13094181,18238511,NA,NA,0
"1638","MG","Ferros",3125903,"ferros",NA,0,2020,9696,2019,125927375,6401776,119525599,23329494,6501425,46686133,43008547,NA,NA,0
"1639","MG","Fervedouro",3125952,"fervedouro",NA,0,2020,11054,2019,109962467,6291895,103670572,11171739,5431197,39101593,47966042,NA,NA,0
"1640","MG","Florestal",3126000,"florestal",NA,0,2020,7533,2019,123188960,9596702,113592258,9183200,12648365,56491563,35269129,NA,NA,0
"1641","MG","Formiga",3126109,"formiga",NA,0,2020,67822,2019,1792905299,167761460,1625143839,122484628,254592849,950433932,297632430,NA,NA,0
"1642","MG","Formoso",3126208,"formoso",NA,0,2020,9688,2019,184474863,10869508,173605354,72293360,8055295,49654933,43601767,NA,NA,0
"1643","MG","Fortaleza de Minas",3126307,"fortaleza de minas",NA,0,2020,4437,2019,59888685,2914377,56974309,10164809,6386530,19233890,21189080,NA,NA,0
"1644","MG","Fortuna de Minas",3126406,"fortuna de minas",NA,0,2020,2967,2019,40032674,1471812,38560862,6238788,2742292,11725760,17854022,NA,NA,0
"1645","MG","Francisco Badaró",3126505,"francisco badaro",NA,0,2020,10321,2019,61828911,2071172,59757740,4331889,1508016,16707795,37210039,NA,NA,0
"1646","MG","Francisco Dumont",3126604,"francisco dumont",NA,0,2020,5242,2019,66609686,3225677,63384008,19497251,3252568,14906373,25727816,NA,NA,0
"1647","MG","Francisco Sá",3126703,"francisco sa",NA,0,2020,26369,2019,377579523,38888485,338691038,20146036,16369546,194706960,107468496,NA,NA,0
"1648","MG","Franciscópolis",3126752,"franciscopolis",NA,0,2020,5338,2019,71180030,2175810,69004221,8282748,16150069,17240420,27330985,NA,NA,0
"1649","MG","Frei Gaspar",3126802,"frei gaspar",NA,0,2020,5869,2019,59777697,2284582,57493115,10847386,2538135,15406299,28701295,NA,NA,0
"1650","MG","Frei Inocêncio",3126901,"frei inocencio",NA,0,2020,9664,2019,100802824,7066625,93736199,5647898,7082328,43681868,37324105,NA,NA,0
"1651","MG","Frei Lagonegro",3126950,"frei lagonegro",NA,0,2020,3487,2019,31856573,867676,30988898,4099474,844943,7864689,18179792,NA,NA,0
"1652","MG","Fronteira",3127008,"fronteira",NA,0,2020,18492,2019,1192968738,16952858,1176015879,7943965,946712211,114415617,106944086,NA,NA,0
"1653","MG","Fronteira dos Vales",3127057,"fronteira dos vales",NA,0,2020,4561,2019,39961883,1329673,38632210,3959527,1001726,10898387,22772569,NA,NA,0
"1654","MG","Fruta de Leite",3127073,"fruta de leite",NA,0,2020,5299,2019,42354279,1474111,40880168,2637964,1521486,10682532,26038185,NA,NA,0
"1655","MG","Frutal",3127107,"frutal",NA,0,2020,60012,2019,1926279799,218912916,1707366883,246762219,267645903,918621480,274337281,NA,NA,0
"1656","MG","Funilândia",3127206,"funilandia",NA,0,2020,4392,2019,61883042,4200414,57682628,8477587,6122668,18547642,24534730,NA,NA,0
"1657","MG","Galiléia",3127305,"galileia",NA,0,2020,6790,2019,97769902,5063086,92706816,9938878,13510286,36400935,32856718,NA,NA,0
"1658","MG","Gameleiras",3127339,"gameleiras",NA,0,2020,5096,2019,45233501,1715115,43518386,4149483,1346675,12278071,25744157,NA,NA,0
